Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"10863","","","None","192.168.30.150","tcp","8834","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Organization: Nessus Users United
Organization Unit: Nessus Server
Locality: New York
Country: US
State/Province: NY
Common Name: bollers.dk.bollers.dk

Issuer Name: 

Organization: Nessus Users United
Organization Unit: Nessus Certification Authority
Locality: New York
Country: US
State/Province: NY
Common Name: Nessus Certification Authority

Serial Number: 03 41 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Mar 08 14:25:15 2025 GMT
Not Valid After: Mar 07 14:25:15 2029 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 D7 5F C4 B4 DE 69 2F 71 31 D6 1F 51 6F 38 9B 41 F4 4C D4 
            9C E6 64 B5 FC 68 69 9C 17 BE 63 8C A5 48 19 37 E5 21 CB 47 
            16 53 79 C2 4B 67 49 F9 6E 84 FB 7A 64 E6 79 D3 43 B1 99 86 
            90 E3 F9 DC 2C 45 0E 8D EA DA 9A 26 AC 8C 2B 4B 0B 94 65 21 
            95 5B B1 38 47 F6 CB 16 7B 3B 5C 74 53 FC 8F 75 F8 5F 02 C8 
            C9 74 CE C0 90 1A 2A DB 4A 92 84 1C 2F 53 61 F4 22 40 8E DC 
            C6 61 70 3D EC CE 11 12 D9 F7 84 C3 03 17 DA 72 8E 3C CB E0 
            71 1C E5 BF C4 1A B3 0E 17 CF CB 9C 5C CD 29 60 F4 FD 1E 09 
            BC 9B C0 79 3A E7 4F BF E4 67 54 5C 74 83 CD 0F AC 46 EF 94 
            2F 0E 6E 2F 6B DC 59 44 BF 1C D3 3C 4F 74 EF 03 1E C2 80 71 
            1C 21 E1 70 CA 3F 23 FB DD 90 01 D0 05 C3 46 E8 9A 83 CC A8 
            0A 5A 9D 12 E9 BB 33 7C BD 06 DB F0 8D F6 38 A5 BF 7E B5 FE 
            26 3E FD 75 8C 70 1F 4F CA 95 AC 4C AB 62 D4 B8 F5 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 C9 7E DE 20 B3 FE EA 0C 53 8A F9 E4 15 B2 31 08 81 45 D1 
           EB F0 D5 0F FB 6F 9C 15 71 B3 FA 33 0E 88 5B FE 08 D7 26 EF 
           C8 A8 1D E6 0D 37 6A D3 39 BD E9 31 66 4B 5F 84 E0 AA 5C AA 
           92 31 26 79 71 F4 24 FC 58 46 16 93 62 6A 29 A9 5C FC D5 E2 
           2C AF 70 9A 33 7B 6F 50 69 35 2B 6A 1B BB 6C 90 5F B7 91 C0 
           17 F6 6C 34 CB 0E B8 3D E7 6B 84 89 E0 B6 28 3D 22 87 D5 85 
           CE 50 09 D6 D5 DA 26 15 4D 39 3F 0A 26 A1 94 2E 99 51 3D 7A 
           DE 4D 5E D0 4A B3 7B B1 53 6C CE 64 2E B0 A5 2F EC 84 AA 44 
           40 C9 FF 2B EC AD 83 3C 4F 60 5D 72 0E 6F 2B 20 79 56 56 60 
           55 8B 39 E7 B0 7A 73 18 04 A2 91 D3 3A 71 8C 75 7A 50 C3 62 
           1F F2 22 92 07 9B B7 09 32 2F A8 07 91 30 50 51 70 7F F0 DD 
           E3 1C 50 F4 D4 02 43 1D B8 DA C6 2B 74 E9 BB 5B 1A CC AC 62 
           F4 E7 C2 65 69 1D ED EF 6B 5A 53 B1 E6 E6 C3 7B A8 

Extension: 2.16.840.1.113730.1.1
Critical: 0
Data: 03 02 06 40 


Extension: Key Usage (2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Non Repudiation, Key Encipherment


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: DF 7D ED 6D 23 52 0C 58 ED 9A E7 27 C4 49 1E 5B C0 FE 30 55 


Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: B1 C8 D3 CB EA 22 1B CF C8 49 88 38 1F 1A 7F 51 4C DA 62 42 


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)


Fingerprints : 

SHA-256 Fingerprint: 64 47 6F FF BE E1 AF 45 02 99 73 30 E2 38 2B 9C C3 8C 45 73 
                     13 13 D4 91 3F 0A 72 17 7D 9F 78 D0 
SHA-1 Fingerprint: 40 65 C8 F6 B9 E1 0A E4 32 20 DD 57 DD B6 FB 4F EA 80 E4 DD 
MD5 Fingerprint: 66 AF 91 08 39 99 79 1F FA 5B 49 AB 67 1C 41 DA 


PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIEGDCCAwCgAwIBAgICA0EwDQYJKoZIhvcNAQELBQAwgZ0xHDAaBgNVBAoME05lc3N1cyBVc2VycyBVbml0ZWQxJzAlBgNVBAsMHk5lc3N1cyBDZXJ0aWZpY2F0aW9uIEF1dGhvcml0eTERMA8GA1UEBwwITmV3IFlvcmsxCzAJBgNVBAYTAlVTMQswCQYDVQQIDAJOWTEnMCUGA1UEAwweTmVzc3VzIENlcnRpZmljYXRpb24gQXV0aG9yaXR5MB4XDTI1MDMwODE0MjUxNVoXDTI5MDMwNzE0MjUxNVowgYMxHDAaBgNVBAoME05lc3N1cyBVc2VycyBVbml0ZWQxFjAUBgNVBAsMDU5lc3N1cyBTZXJ2ZXIxETAPBgNVBAcMCE5ldyBZb3JrMQswCQYDVQQGEwJVUzELMAkGA1UECAwCTlkxHjAcBgNVBAMMFWJvbGxlcnMuZGsuYm9sbGVycy5kazCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBANdfxLTeaS9xMdYfUW84m0H0TNSc5mS1/GhpnBe+Y4ylSBk35SHLRxZTecJLZ0n5boT7emTmedNDsZmGkOP53CxFDo3q2pomrIwrSwuUZSGVW7E4R/bLFns7XHRT/I91+F8CyMl0zsCQGirbSpKEHC9TYfQiQI7cxmFwPezOERLZ94TDAxfaco48y+BxHOW/xBqzDhfPy5xczSlg9P0eCbybwHk650+/5GdUXHSDzQ+sRu+ULw5uL2vcWUS/HNM8T3TvAx7CgHEcIeFwyj8j+92QAdAFw0bomoPMqApanRLpuzN8vQbb8I32OKW/frX+Jj79dYxwH0/KlaxMq2LUuPUCAwEAAaN6MHgwEQYJYIZIAYb4QgEBBAQDAgZAMA4GA1UdDwEB/wQEAwIF4DAdBgNVHQ4EFgQU333tbSNSDFjtmucnxEkeW8D+MFUwHwYDVR0jBBgwFoAUscjTy+oiG8/ISYg4Hxp/UUzaYkIwEwYDVR0lBAwwCgYIKwYBBQUHAwEwDQYJKoZIhvcNAQELBQADggEBAMl+3iCz/uoMU4r55BWyMQiBRdHr8NUP+2+cFXGz+jMOiFv+CNcm78ioHeYNN2rTOb3pMWZLX4TgqlyqkjEmeXH0JPxYRhaTYmopqVz81eIsr3CaM3tvUGk1K2obu2yQX7eRwBf2bDTLDrg952uEieC2KD0ih9WFzlAJ1tXaJhVNOT8KJqGULplRPXreTV7QSrN7sVNszmQusKUv7ISqREDJ/yvsrYM8T2Bdcg5vKyB5VlZgVYs557B6cxgEopHTOnGMdXpQw2If8iKSB5u3CTIvqAeRMFBRcH/w3eMcUPTUAkMduNrGK3Tpu1sazKxi9OfCZWkd7e9rWlOx5ubDe6g=
-----END CERTIFICATE-----"
"10881","","","None","192.168.30.150","tcp","22","SSH Protocol Versions Supported","A SSH server is running on the remote host.","This plugin determines the versions of the SSH protocol supported by
the remote SSH daemon.","n/a","","The remote SSH daemon supports the following versions of the
SSH protocol :

  - 1.99
  - 2.0
"
"11032","","","None","192.168.30.150","tcp","80","Web Server Directory Enumeration","It is possible to enumerate directories on the web server.","This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.","n/a","http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location","
The following directories were discovered:
/icons, /server-status

While this is not, in and of itself, a bug, you should manually inspect 
these directories to ensure that they are in compliance with company
security standards
"
"11032","","","None","192.168.30.150","tcp","8834","Web Server Directory Enumeration","It is possible to enumerate directories on the web server.","This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.","n/a","http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location","

The following directories require authentication:
/session, /events"
"11936","","","None","192.168.30.150","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.","n/a","","
Remote operating system : Linux Kernel 6.1.0-18-amd64 on Debian 12.5
Confidence level : 100
Method : LinuxDistribution

 
The remote host is running Linux Kernel 6.1.0-18-amd64 on Debian 12.5"
"14272","","","None","192.168.30.150","tcp","22","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the
event that the target being scanned is localhost.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 22/tcp was found to be open"
"14272","","","None","192.168.30.150","tcp","80","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the
event that the target being scanned is localhost.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 80/tcp was found to be open"
"14272","","","None","192.168.30.150","tcp","8834","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the
event that the target being scanned is localhost.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 8834/tcp was found to be open"
"14272","","","None","192.168.30.150","udp","68","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the
event that the target being scanned is localhost.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 68/udp was found to be open"
"19506","","","None","192.168.30.150","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 10.8.3
Nessus build : 20010
Plugin feed version : 202503080116
Scanner edition used : Nessus Home
Scanner OS : LINUX
Scanner distribution : debian10-x86-64
Scan type : Normal
Scan name : Descubrimiento Vulnerabilidades
Scan policy used : Basic Network Scan
Scanner IP : 192.168.30.150
Ping RTT : Unavailable
Thorough tests : yes
Experimental tests : no
Scan for Unpatched Vulnerabilities : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : no
Credentialed checks : yes (on the localhost)
Attempt Least Privilege : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin did not launch)
CGI scanning : enabled
Web application tests : enabled
Web app tests -  Test mode : all_pairs
Web app tests -  Try all HTTP methods : yes
Web app tests -  Maximum run time : 10 minutes.
Web app tests -  Stop at first flaw : param
Max hosts : 30
Max checks : 4
Recv timeout : 5
Backports : Detected
Allow post-scan editing : Yes
Nessus Plugin Signature Checking : Enabled
Audit File Signature Checking : Disabled
Scan Start Date : 2025/3/8 17:38 CST (UTC -06:00)
Scan duration : 996 sec
Scan for malware : no
"
"21643","","","None","192.168.30.150","tcp","8834","SSL Cipher Suites Supported","The remote service encrypts communications using SSL.","This plugin detects which SSL ciphers are supported by the remote
service for encrypting communications.","n/a","https://www.openssl.org/docs/man1.0.2/man1/ciphers.html
http://www.nessus.org/u?e17ffced","
Here is the list of SSL ciphers supported by the remote server :
Each group is reported per SSL Version.

SSL Version : TLSv13
  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    TLS_AES_128_GCM_SHA256        0x13, 0x01       -             -        AES-GCM(128)           AEAD
    TLS_AES_256_GCM_SHA384        0x13, 0x02       -             -        AES-GCM(256)           AEAD
    TLS_CHACHA20_POLY1305_SHA256  0x13, 0x03       -             -        ChaCha20-Poly1305(256) AEAD


SSL Version : TLSv12
  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    ECDHE-RSA-AES128-SHA256       0xC0, 0x2F       ECDH          RSA      AES-GCM(128)           SHA256
    ECDHE-RSA-AES256-SHA384       0xC0, 0x30       ECDH          RSA      AES-GCM(256)           SHA384

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
"
